Datetime,Close,High,Low,Open,Volume
2026-03-17 00:00:00+00:00,75204.6015625,75447.015625,74682.5703125,74871.296875,0
2026-03-17 01:00:00+00:00,75620.7421875,75954.96875,75108.96875,75286.53125,1303420928
2026-03-17 02:00:00+00:00,75211.6171875,75648.9765625,75125.734375,75635.125,1427288064
2026-03-17 03:00:00+00:00,74423.7109375,75302.1796875,74309.4609375,75190.9453125,0
2026-03-17 04:00:00+00:00,74271.78125,74652.7421875,74001.8671875,74545.046875,391942144
2026-03-17 05:00:00+00:00,73991.4453125,74448.46875,73839.921875,74245.1484375,0
2026-03-17 06:00:00+00:00,74082.6640625,74267.0,73889.7578125,74053.3671875,0
2026-03-17 07:00:00+00:00,74257.4609375,74435.90625,74082.6328125,74082.6328125,0
2026-03-17 08:00:00+00:00,74167.9765625,74425.8515625,74158.890625,74254.4609375,0
2026-03-17 09:00:00+00:00,73950.484375,74347.3984375,73873.8203125,74185.6875,486350848
2026-03-17 10:00:00+00:00,73720.25,73938.5546875,73614.75,73932.1953125,0
2026-03-17 11:00:00+00:00,74057.859375,74166.2890625,73702.8828125,73736.875,270827520
2026-03-17 12:00:00+00:00,73729.296875,74160.3125,73705.09375,74036.2421875,0
2026-03-17 13:00:00+00:00,73668.1796875,74091.9609375,73488.921875,73741.6640625,0
2026-03-17 14:00:00+00:00,74383.1484375,74410.984375,73459.25,73648.8671875,0
2026-03-17 15:00:00+00:00,73949.9375,74816.5,73738.90625,74396.6875,366981120
2026-03-17 16:00:00+00:00,74139.8671875,74347.2109375,73905.640625,73943.6171875,165515264
2026-03-17 17:00:00+00:00,74534.34375,74582.2109375,74039.1171875,74165.3046875,46608384
2026-03-17 18:00:00+00:00,74696.8046875,74757.0078125,74418.953125,74502.8359375,0
2026-03-17 19:00:00+00:00,74509.2109375,74810.171875,74485.6015625,74669.46875,0
2026-03-17 20:00:00+00:00,74568.0078125,74679.125,74399.4453125,74510.2265625,134602752
2026-03-17 21:00:00+00:00,74700.4921875,74797.6953125,74501.109375,74547.59375,0
2026-03-17 22:00:00+00:00,74309.75,74791.140625,73972.3984375,74663.78125,0
2026-03-17 23:00:00+00:00,73936.8515625,74401.6015625,73936.8515625,74328.9609375,0
2026-03-18 00:00:00+00:00,73855.84375,74082.5234375,73607.1796875,73933.515625,0
2026-03-18 01:00:00+00:00,74098.3125,74216.4921875,73869.1328125,73869.1328125,0
2026-03-18 02:00:00+00:00,74352.140625,74468.1015625,74089.375,74089.375,0
2026-03-18 03:00:00+00:00,74520.84375,74614.859375,74288.6171875,74350.484375,0
2026-03-18 04:00:00+00:00,74185.9453125,74495.1484375,74179.2890625,74488.171875,0
2026-03-18 05:00:00+00:00,73950.6171875,74301.109375,73898.4609375,74184.734375,0
2026-03-18 06:00:00+00:00,73963.078125,74227.5390625,73963.078125,74004.7890625,0
2026-03-18 07:00:00+00:00,73888.078125,73978.3515625,73739.234375,73964.40625,0
2026-03-18 08:00:00+00:00,74030.09375,74118.8984375,73889.796875,73889.796875,60719104
2026-03-18 09:00:00+00:00,74154.8046875,74264.984375,74039.984375,74039.984375,0
2026-03-18 10:00:00+00:00,73936.0546875,74264.2578125,73854.3828125,74203.2890625,0
2026-03-18 11:00:00+00:00,72931.2109375,73993.3125,72884.6171875,73928.75,1629986816
2026-03-18 12:00:00+00:00,72383.359375,72969.7421875,72352.828125,72969.7421875,1847402496
2026-03-18 13:00:00+00:00,72050.671875,72537.0703125,72002.1015625,72272.1953125,166236160
2026-03-18 14:00:00+00:00,71315.328125,72196.3359375,71315.328125,72167.140625,1607847936
2026-03-18 15:00:00+00:00,71515.359375,71515.359375,70978.140625,71077.0,1513684992
2026-03-18 16:00:00+00:00,71329.96875,71551.2890625,71133.4765625,71452.140625,529702912
2026-03-18 17:00:00+00:00,71616.7109375,71710.953125,71219.640625,71316.6328125,385953792
2026-03-18 18:00:00+00:00,70992.875,71948.5546875,70992.875,71775.625,883851264
2026-03-18 19:00:00+00:00,71111.2421875,71453.0234375,71001.71875,71184.4765625,532865024
2026-03-18 20:00:00+00:00,71240.7265625,71273.40625,70605.0234375,71058.625,314224640
2026-03-18 21:00:00+00:00,71293.0625,71406.578125,71190.4296875,71234.8359375,653623296
2026-03-18 22:00:00+00:00,71139.421875,71218.265625,70979.8203125,71218.265625,87281664
2026-03-18 23:00:00+00:00,71250.3515625,71349.421875,71091.03125,71119.5390625,186896384
2026-03-19 00:00:00+00:00,71010.4921875,71298.9609375,71010.4921875,71216.484375,0
2026-03-19 01:00:00+00:00,71140.328125,71165.8671875,70964.4453125,71058.0703125,0
2026-03-19 02:00:00+00:00,71050.7421875,71253.0234375,70936.203125,71075.46875,0
2026-03-19 03:00:00+00:00,71223.125,71593.9453125,71060.1328125,71060.1328125,174055424
2026-03-19 04:00:00+00:00,70841.8359375,71199.2578125,70698.765625,71157.5390625,639582208
2026-03-19 05:00:00+00:00,70835.7734375,70894.46875,70688.65625,70854.7421875,0
2026-03-19 06:00:00+00:00,70538.578125,70930.9453125,70532.890625,70834.140625,0
2026-03-19 07:00:00+00:00,70220.4609375,70543.28125,69519.03125,70543.28125,3060477952
2026-03-19 08:00:00+00:00,69960.1171875,70256.6875,69960.1171875,70202.65625,1039183872
2026-03-19 09:00:00+00:00,70494.7734375,70530.7578125,69992.7421875,69992.7421875,1144094720
2026-03-19 10:00:00+00:00,70119.53125,70499.0703125,70119.53125,70499.0703125,370712576
2026-03-19 11:00:00+00:00,69915.0,70229.7265625,69915.0,70134.71875,0
2026-03-19 12:00:00+00:00,69308.4140625,69935.6484375,69186.2265625,69934.671875,0
2026-03-19 13:00:00+00:00,69897.484375,69997.40625,69099.8671875,69288.171875,674107392
2026-03-19 14:00:00+00:00,69560.4921875,70009.0546875,69132.6796875,70009.0546875,0
2026-03-19 15:00:00+00:00,69452.3203125,69847.2890625,68829.8515625,69508.1953125,0
2026-03-19 16:00:00+00:00,69446.2578125,69603.3125,69236.4296875,69425.8359375,1459310592
2026-03-19 17:00:00+00:00,69858.3515625,69879.515625,69145.453125,69467.7109375,0
2026-03-19 18:00:00+00:00,69842.75,69908.8203125,69613.9609375,69850.21875,0
2026-03-19 19:00:00+00:00,70280.046875,70564.9453125,69826.40625,69826.40625,747216896
2026-03-19 20:00:00+00:00,70490.953125,70633.4296875,70214.5390625,70277.4296875,0
2026-03-19 21:00:00+00:00,70485.6328125,70695.4375,70414.9921875,70505.65625,0
2026-03-19 22:00:00+00:00,70139.3515625,70491.5234375,69969.984375,70437.625,0
2026-03-19 23:00:00+00:00,69911.53125,70270.4140625,69740.953125,70180.421875,6238208
2026-03-20 00:00:00+00:00,70232.03125,70280.90625,69849.15625,69921.890625,22978560
2026-03-20 01:00:00+00:00,70411.375,70581.65625,70209.6875,70209.6875,265351168
2026-03-20 02:00:00+00:00,70429.59375,70501.953125,70096.6171875,70411.609375,0
2026-03-20 03:00:00+00:00,70747.953125,70765.3984375,70408.3046875,70423.8671875,134672384
2026-03-20 04:00:00+00:00,70785.0546875,70939.7734375,70569.1015625,70732.3515625,0
2026-03-20 05:00:00+00:00,70586.2578125,70846.8046875,70555.8984375,70784.3203125,0
2026-03-20 06:00:00+00:00,70480.53125,70609.03125,70359.3828125,70587.5625,234172416
2026-03-20 07:00:00+00:00,70857.6328125,70890.09375,70223.3046875,70495.2109375,0
2026-03-20 08:00:00+00:00,71027.5234375,71315.328125,70810.9453125,70859.1796875,17764352
2026-03-20 09:00:00+00:00,70564.0,71002.9609375,70482.7890625,70995.9140625,0
2026-03-20 10:00:00+00:00,70606.1953125,70643.9765625,70242.9609375,70570.6640625,58114048
2026-03-20 11:00:00+00:00,70472.921875,70787.5,70334.421875,70606.625,0
2026-03-20 12:00:00+00:00,70321.734375,70659.421875,70266.2734375,70474.6953125,0
2026-03-20 13:00:00+00:00,69830.9765625,70610.78125,69830.9765625,70328.6484375,0
2026-03-20 14:00:00+00:00,69792.6328125,70227.015625,69637.5390625,69853.2109375,333500416
2026-03-20 15:00:00+00:00,69812.21875,69957.40625,69512.046875,69738.203125,0
2026-03-20 16:00:00+00:00,69862.078125,70067.390625,69658.296875,69857.6171875,154746880
2026-03-20 17:00:00+00:00,69953.96875,69953.96875,69435.75,69819.046875,243093504
2026-03-20 18:00:00+00:00,69700.6640625,70025.2734375,69540.6171875,69960.4375,375300096
2026-03-20 19:00:00+00:00,70164.53125,70165.765625,69688.8984375,69750.9375,0
2026-03-20 20:00:00+00:00,70047.375,70228.75,69775.8359375,70160.9375,143187968
2026-03-20 21:00:00+00:00,70525.046875,70624.5625,69978.828125,70044.4921875,182841344
2026-03-20 22:00:00+00:00,70791.7109375,70877.3046875,70545.578125,70545.578125,173883392
2026-03-20 23:00:00+00:00,70522.46875,70783.875,70457.359375,70783.875,0
2026-03-21 00:00:00+00:00,70695.8828125,70762.1640625,70490.8203125,70517.6171875,0
2026-03-21 01:00:00+00:00,70483.4453125,70742.890625,70483.4453125,70680.7890625,0
