Datetime,Close,High,Low,Open,Volume
2026-03-06 05:00:00+00:00,83.95999908447266,84.5999984741211,83.62999725341797,84.41500091552734,0
2026-03-06 06:00:00+00:00,84.58999633789062,84.79499816894531,83.75499725341797,83.91500091552734,1129
2026-03-06 07:00:00+00:00,84.93499755859375,84.95500183105469,84.18499755859375,84.56500244140625,714
2026-03-06 08:00:00+00:00,84.45999908447266,85.08499908447266,83.98999786376953,84.91999816894531,1302
2026-03-06 09:00:00+00:00,82.96499633789062,84.48999786376953,82.59500122070312,84.38500213623047,1844
2026-03-06 10:00:00+00:00,83.16999816894531,83.45999908447266,82.55000305175781,82.99500274658203,1206
2026-03-06 11:00:00+00:00,82.43499755859375,83.68499755859375,82.03500366210938,83.16999816894531,1785
2026-03-06 12:00:00+00:00,82.53500366210938,82.98999786376953,82.2750015258789,82.4749984741211,1686
2026-03-06 13:00:00+00:00,82.74500274658203,84.45999908447266,81.78500366210938,82.4749984741211,5790
2026-03-06 14:00:00+00:00,83.9800033569336,83.9800033569336,82.48999786376953,82.71499633789062,3332
2026-03-06 15:00:00+00:00,84.43499755859375,85.33499908447266,83.94999694824219,83.9800033569336,5598
2026-03-06 16:00:00+00:00,84.18499755859375,85.12999725341797,83.82499694824219,84.44000244140625,2022
2026-03-06 17:00:00+00:00,84.2750015258789,84.54000091552734,83.76000213623047,84.23999786376953,1538
2026-03-06 18:00:00+00:00,84.69999694824219,84.9000015258789,83.97000122070312,84.2750015258789,2341
2026-03-06 19:00:00+00:00,84.69999694824219,85.03500366210938,84.51000213623047,84.69000244140625,748
2026-03-06 20:00:00+00:00,84.1500015258789,84.75499725341797,83.86000061035156,84.67500305175781,1201
2026-03-06 21:00:00+00:00,84.31099700927734,84.74500274658203,84.08999633789062,84.15499877929688,603
2026-03-08 22:00:00+00:00,83.44499969482422,84.2249984741211,82.56999969482422,82.8499984741211,1431
2026-03-08 23:00:00+00:00,82.05000305175781,83.75,81.06500244140625,83.5,2848
2026-03-09 00:00:00+00:00,81.51499938964844,82.5,80.84500122070312,82.03500366210938,1992
2026-03-09 01:00:00+00:00,81.05500030517578,81.55000305175781,79.63999938964844,81.48999786376953,4046
2026-03-09 02:00:00+00:00,82.81500244140625,83.08000183105469,80.6500015258789,81.09500122070312,2625
2026-03-09 03:00:00+00:00,83.0999984741211,83.49500274658203,82.43499755859375,82.79499816894531,1136
2026-03-09 04:00:00+00:00,82.66999816894531,83.59500122070312,82.58999633789062,83.12000274658203,702
2026-03-09 05:00:00+00:00,84.31500244140625,84.83000183105469,82.45500183105469,82.62999725341797,2157
2026-03-09 06:00:00+00:00,83.86499786376953,85.03500366210938,83.80999755859375,84.37000274658203,2182
2026-03-09 07:00:00+00:00,83.66999816894531,83.91500091552734,83.22000122070312,83.87000274658203,1276
2026-03-09 08:00:00+00:00,83.92500305175781,84.04000091552734,83.375,83.69499969482422,766
2026-03-09 09:00:00+00:00,84.16500091552734,84.7300033569336,83.7300033569336,83.91500091552734,1118
2026-03-09 10:00:00+00:00,83.32499694824219,84.43499755859375,83.19499969482422,84.19499969482422,1210
2026-03-09 11:00:00+00:00,83.34500122070312,83.67500305175781,82.94499969482422,83.41500091552734,969
2026-03-09 12:00:00+00:00,83.83499908447266,84.25,83.4000015258789,83.40499877929688,1506
2026-03-09 13:00:00+00:00,83.76000213623047,85.43499755859375,83.6449966430664,83.87000274658203,4361
2026-03-09 14:00:00+00:00,84.58499908447266,84.79499816894531,83.31500244140625,83.69999694824219,2110
2026-03-09 15:00:00+00:00,84.70999908447266,84.91500091552734,84.33499908447266,84.5999984741211,1724
2026-03-09 16:00:00+00:00,84.95999908447266,85.09500122070312,84.5250015258789,84.70500183105469,1717
2026-03-09 17:00:00+00:00,84.63999938964844,85.125,84.13500213623047,84.96499633789062,2121
2026-03-09 18:00:00+00:00,86.12999725341797,86.41999816894531,84.33999633789062,84.58999633789062,2979
2026-03-09 19:00:00+00:00,86.72000122070312,87.05500030517578,86.00499725341797,86.13999938964844,2191
2026-03-09 20:00:00+00:00,87.34500122070312,87.40499877929688,86.67500305175781,86.73500061035156,1072
2026-03-09 22:00:00+00:00,87.875,87.92500305175781,86.80500030517578,87.2750015258789,0
2026-03-09 23:00:00+00:00,87.69999694824219,88.48999786376953,87.36000061035156,87.87999725341797,1193
2026-03-10 00:00:00+00:00,87.25499725341797,88.0199966430664,87.2249984741211,87.68000030517578,928
2026-03-10 01:00:00+00:00,89.8550033569336,89.91999816894531,86.91999816894531,87.29000091552734,3540
2026-03-10 02:00:00+00:00,89.17500305175781,90.38500213623047,89.1050033569336,89.86000061035156,1709
2026-03-10 03:00:00+00:00,88.4749984741211,89.68499755859375,88.06999969482422,89.20999908447266,1298
2026-03-10 04:00:00+00:00,88.7249984741211,88.86000061035156,88.2699966430664,88.43000030517578,429
2026-03-10 05:00:00+00:00,89.53500366210938,89.55500030517578,88.75499725341797,88.76499938964844,704
2026-03-10 06:00:00+00:00,89.25499725341797,89.53500366210938,88.94499969482422,89.49500274658203,651
2026-03-10 07:00:00+00:00,89.48500061035156,89.52999877929688,88.70999908447266,89.22000122070312,1341
2026-03-10 08:00:00+00:00,89.28500366210938,89.66999816894531,89.13500213623047,89.51000213623047,1017
2026-03-10 09:00:00+00:00,89.41999816894531,89.75,89.2750015258789,89.34500122070312,425
2026-03-10 10:00:00+00:00,88.6449966430664,89.41000366210938,88.08000183105469,89.40499877929688,1459
2026-03-10 11:00:00+00:00,88.62000274658203,89.20999908447266,88.27999877929688,88.66999816894531,1052
2026-03-10 12:00:00+00:00,88.87999725341797,89.09500122070312,88.15499877929688,88.62000274658203,2292
2026-03-10 13:00:00+00:00,89.1050033569336,89.9749984741211,88.69499969482422,88.88500213623047,4276
2026-03-10 14:00:00+00:00,89.4749984741211,89.63999938964844,88.625,89.0999984741211,2957
2026-03-10 15:00:00+00:00,89.83000183105469,90.09500122070312,89.38999938964844,89.50499725341797,2752
2026-03-10 16:00:00+00:00,89.81500244140625,90.09500122070312,89.32499694824219,89.8499984741211,2141
2026-03-10 17:00:00+00:00,89.34500122070312,89.9749984741211,89.26000213623047,89.83499908447266,3421
2026-03-10 18:00:00+00:00,88.19999694824219,89.4749984741211,87.19999694824219,89.36499786376953,4089
2026-03-10 19:00:00+00:00,88.69499969482422,88.95999908447266,88.0,88.1500015258789,936
2026-03-10 20:00:00+00:00,88.56999969482422,88.91999816894531,88.5250015258789,88.68000030517578,487
2026-03-10 22:00:00+00:00,88.54499816894531,89.21499633789062,88.5,88.50499725341797,0
2026-03-10 23:00:00+00:00,88.70500183105469,88.83499908447266,88.31500244140625,88.61000061035156,251
2026-03-11 00:00:00+00:00,89.53500366210938,89.53500366210938,88.02999877929688,88.75,912
2026-03-11 01:00:00+00:00,88.76000213623047,89.70500183105469,88.68000030517578,89.51499938964844,890
2026-03-11 02:00:00+00:00,89.0199966430664,89.30000305175781,88.06999969482422,88.7699966430664,1068
2026-03-11 03:00:00+00:00,88.38500213623047,89.12000274658203,88.2699966430664,89.05999755859375,214
2026-03-11 04:00:00+00:00,88.48500061035156,88.69000244140625,88.26499938964844,88.43000030517578,182
2026-03-11 05:00:00+00:00,87.88500213623047,88.58499908447266,87.16000366210938,88.48500061035156,1901
2026-03-11 06:00:00+00:00,87.52999877929688,88.27999877929688,87.43499755859375,87.87999725341797,852
